Involvement ID;Investor ID Downstream;Investor Name Downstream;Investor ID Upstream;Investor Name Upstream;Relation type;Investment type;Ownership share;Loan amount;Loan currency;Loan date;Comment
8215;36478;Unknown (Hudbay Minerals Inc., in Peru, 36478);1917;Hudbay Minerals Inc.;Parent company;;;;;;
8218;37091;Unknown (Anglo-Eastern Plantations Plc, in Indonesia, 37091);2372;Anglo-Eastern Plantations Plc;Parent company;;;;;;
8219;37087;Unknown (Anglo-Eastern Plantations Plc, in Indonesia, 37087);2372;Anglo-Eastern Plantations Plc;Parent company;;;;;;
8221;37117;PT Indonesia Plantations Synergy (PT IPS);2401;KLK Sawit Nusantara Sdn Bhd;Parent company;Shares/Equity;;;;2021;
8222;37118;PT Sinergi Agro Industri (PT SAI);2401;KLK Sawit Nusantara Sdn Bhd;Parent company;Shares/Equity;100.0;;;;
8223;37119;PT. Prima Alumga;2401;KLK Sawit Nusantara Sdn Bhd;Parent company;Shares/Equity;95.0;;;;
8225;37673;Subsidiaries of Kencana Agri Ltd in East Kalimantan;2700;Kencana Agri Limited;Parent company;;;;;;
8227;37670;Unknown (Kencana Agri Limited, in Indonesia, 37670);2700;Kencana Agri Limited;Parent company;;;;;;
8233;38065;Kibio 2007 (Philippines) Corp.;2978;Korean International Bio (KIBio) 2007 Corp.;Parent company;;;;;;
8234;38064;Unknown (Kibio 2007, in Philippines, 38064);2978;Korean International Bio (KIBio) 2007 Corp.;Parent company;;;;;;
8238;35247;Unknown (Abu Dhabi Fund for Development, in Sudan, 35247);532;Abu Dhabi Fund for Development;Parent company;;;;;;
8239;37061;Unknown (Abu Dhabi Fund for Development, in Sudan, 37061);532;Abu Dhabi Fund for Development;Parent company;;;;;;
8240;35662;Unknown (Janan, in Egypt, 35662);994;Janan;Parent company;;;;;;
8241;37145;Unknown (Janan, in Egypt, 37145);994;Janan;Parent company;;;;;;
8242;37707;Unknown (Boleyn International, in United Republic of Tanzania, 37707);2680;Boleyn International;Parent company;;;;;;
8243;37632;Unknown (Boleyn International, in United Republic of Tanzania, 37632);2680;Boleyn International;Parent company;;;;;;
8245;38299;Unknown (Felda Global Ventures Holdings Berhad (FGV), in Malaysia, 38299);1867;FGV Holdings Berhad (FGVH);Parent company;;;;;;
8246;38300;Unknown (Felda Global Ventures Holdings Berhad (FGV), in Malaysia, 38300);1867;FGV Holdings Berhad (FGVH);Parent company;;;;;;
8247;38136;Unknown (Uganda Investment Authority (UIA), in Uganda, 38136);3018;Uganda Investment Authority (UIA);Parent company;;;;;;
8248;38129;Unknown (Uganda Investment Authority (UIA), in Uganda, 38129);3018;Uganda Investment Authority (UIA);Parent company;;;;;;
8249;38026;Unknown (Cofco, in China, 38026);1348;China Oil and Foodstuffs Corporation (COFCO);Parent company;;;;;;
8250;38029;Unknown (Cofco, in China, 38029);1348;China Oil and Foodstuffs Corporation (COFCO);Parent company;;;;;;
8251;38098;Unknown (Kernel Holding S.A., in Ukraine, 38098);908;Kernel Holding S.A.;Parent company;;;;;;
8252;35574;Unknown (Kernel Holding S.A., in Ukraine, 35574);908;Kernel Holding S.A.;Parent company;;;;;;
8253;37810;Unknown (Unknown (5016), in South Sudan, 37810);5016;Unknown (5016);Parent company;;;;;;
8254;37809;Unknown (Unknown (1995), in South Sudan, 37809);1995;Unknown (1995);Parent company;;;;;;
8255;37808;Unknown (Unknown (5017), in South Sudan, 37808);5017;Unknown (5017);Parent company;;;;;;
8257;37261;Pan American Silver Corp. in Mexico;2482;Minera Triton Argentina SA;Parent company;;;;;;
8258;37260;First Majestic Silver Corp. in Mexico;2481;First Majestic Silver Co.;Parent company;;100.0;;;;
8259;38631;SBE Rivne LLC;5023;Volynzernoproduct LLC;Parent company;;;;;;
8263;38670;Cascade Empire s.r.l.;5024;GreenGold Asset Management AB/KB;Parent company;;;;;;
8264;39984;Myanmar SIMCO Song Da Joint Stock Company Ltd. (MYSICO);5025;Simco Song Da Joint Stock Company;Parent company;;;;;;
8267;39775;Granex-Cherkassy LLC;5026;Mark Carlel Amedee Wan Goi;Parent company;;36.72;;;;
8268;39745;PE Zasullya-5;5027;Cacique Limited;Parent company;;;;;;
8269;39986;Unknown (Orient Agriculture Ltd);5028;Orient Agriculture Ltd;Parent company;;;;;;
8272;39622;PE Koropski agrarian investments;46058;PE ALFA-KAPITAL;Parent company;Shares/Equity;100.0;;;;Identification code - 35171344
8273;39637;PE Chervonyans`ki agrarian investments;5027;Cacique Limited;Parent company;;;;;;
8275;39987;Buzhanske ALLC;5029;Renvior Trading Limited;Parent company;;51.0;;;;
8276;39987;Buzhanske ALLC;5030;Epicentr-K LLC;Parent company;;51.0;;;;
8277;39987;Buzhanske ALLC;5031;Logistical centre Kalynivka PJSC;Parent company;;51.0;;;;
8278;39987;Buzhanske ALLC;5033;Agroholdyng 2012 LLC;Parent company;;51.0;;;;
8279;39987;Buzhanske ALLC;5032;Nova Linia PJSC;Parent company;;51.0;;;;
8284;39989;FrieslandCampina WAMCO Nigeria;2066;FrieslandCampina;Parent company;;67.81;;;;
8285;39989;FrieslandCampina WAMCO Nigeria;5034;Unknown (Nigerian Public);Parent company;;32.19;;;;
8291;39991;Interagroinvest LLC;5029;Renvior Trading Limited;Parent company;;36.38;;;;
8292;39991;Interagroinvest LLC;5030;Epicentr-K LLC;Parent company;;46.42;;;;
8293;39991;Interagroinvest LLC;5032;Nova Linia PJSC;Parent company;;5.73;;;;
8294;39991;Interagroinvest LLC;5031;Logistical centre Kalynivka PJSC;Parent company;;5.73;;;;
8295;39991;Interagroinvest LLC;5033;Agroholdyng 2012 LLC;Parent company;;5.73;;;;
8298;39993;Kryazh&K ALLC;5029;Renvior Trading Limited;Parent company;;51.0;;;;
8299;39993;Kryazh&K ALLC;5030;Epicentr-K LLC;Parent company;;24.0;;;;
8300;39993;Kryazh&K ALLC;5033;Agroholdyng 2012 LLC;Parent company;;8.0;;;;
8301;39993;Kryazh&K ALLC;5031;Logistical centre Kalynivka PJSC;Parent company;;8.0;;;;
8302;39993;Kryazh&K ALLC;5032;Nova Linia PJSC;Parent company;;8.0;;;;
8303;39994;Asante Capital EPZ;4771;Moringa SCA SICAR;Parent company;;;;;;
8306;39996;Société Agricole de l'Ouest - SAO;5038;Touton S.A.;Parent company;;;;;;
8307;39997;Generale De Produits Agricoles (GPA);5038;Touton S.A.;Parent company;;;;;;
8325;40004;Fedyukivka-Agro LLC;5029;Renvior Trading Limited;Parent company;;51.0;;;;
8326;40004;Fedyukivka-Agro LLC;5030;Epicentr-K LLC;Parent company;;24.0;;;;
8327;40004;Fedyukivka-Agro LLC;5033;Agroholdyng 2012 LLC;Parent company;;8.0;;;;
8328;40004;Fedyukivka-Agro LLC;5031;Logistical centre Kalynivka PJSC;Parent company;;8.0;;;;
8329;40004;Fedyukivka-Agro LLC;5032;Nova Linia PJSC;Parent company;;8.0;;;;
8330;40005;Chernivchanka-Agro ALLC;5029;Renvior Trading Limited;Parent company;;51.0;;;;
8331;40005;Chernivchanka-Agro ALLC;5030;Epicentr-K LLC;Parent company;;51.0;;;;
8332;40005;Chernivchanka-Agro ALLC;5033;Agroholdyng 2012 LLC;Parent company;;51.0;;;;
8333;40005;Chernivchanka-Agro ALLC;5032;Nova Linia PJSC;Parent company;;51.0;;;;
8334;40005;Chernivchanka-Agro ALLC;5031;Logistical centre Kalynivka PJSC;Parent company;;51.0;;;;
8337;40008;Olesya FE;5043;Kumari Ruchika;Parent company;;100.0;;;;
8338;40009;Vassma-Shyryaeve LLC;5044;Phoenix Green Farms B.V.;Parent company;;;;;;
8339;40010;Sino–Congolais des Mines (Sicomines);4351;China Railway Engineering Corp (CREC);Parent company;;32.0;;;;
8340;40010;Sino–Congolais des Mines (Sicomines);2098;Sinohydro Corporation of the Peoples Republic of China;Parent company;;32.0;;;;
8341;40010;Sino–Congolais des Mines (Sicomines);5045;Zhejiang Huayou Cobalt;Parent company;;32.0;;;;
8342;40010;Sino–Congolais des Mines (Sicomines);2521;Gecamines;Parent company;;32.0;;;;
8345;40013;AgroPlus 2006 LLC;5047;Brunner&Partner LLC;Parent company;;62.0;;;;
8346;40013;AgroPlus 2006 LLC;5048;Glendore Holding LLC;Parent company;;38.0;;;;
8349;40015;Sino Australian Resources Company Ltd (SARCO);4178;China Nonferrous Metal Mining (Group) Co., Ltd;Parent company;;51.0;;;;
8350;40015;Sino Australian Resources Company Ltd (SARCO);5050;Vango Mining Ltd;Parent company;;49.0;;;;
8353;40016;Mayers-Delfs-Agro LLC;5052;Tomas Mayers;Parent company;;;;;;
8355;40018;Prima Rosa Flowers Limited;5054;Zuri Group Global;Parent company;;;;;;
8362;37505;Biodiesel East Africa Ltd.;5056;Unknown (Biodiesel East African Ltd);Parent company;;;;;;
8363;40023;Unknown (African Safari Wood Lodge CC, Mafwe Traditional Authority);5057;African Safari Wood Lodge CC;Parent company;;;;;;
8364;40023;Unknown (African Safari Wood Lodge CC, Mafwe Traditional Authority);5058;Mafwe Traditional Authority;Parent company;;;;;;
8365;40024;Border Timbers Limited;1273;Rift Valley Corporation;Parent company;;;;;;
8367;39822;Dan-Farm Ukraine LLC;5060;Berry Farm ApS;Parent company;;;;;;
8372;40029;Agrifas LLC;5062;Alberto Kazoni;Parent company;;65.0;;;;
8373;40029;Agrifas LLC;5063;Kyrylenko Volodymyr;Parent company;;30.0;;;;
8374;40029;Agrifas LLC;5064;Vorotyntsev Vitaliy;Parent company;;5.0;;;;
8382;40034;Unknown (Magyar Farming Company Ltd);5065;Magyar Farming Company Ltd;Parent company;;;;;;
8383;40035;Unknown (Magyar Farming Company Ltd.);5065;Magyar Farming Company Ltd;Parent company;;;;;;
8385;40036;Agroholding Contesti&DMX Royal LLC;5066;Gupta family;Parent company;;;;;;
8386;40037;FBR Forest One S.R.L.;5067;Natural Resources Value Fund S.C.A. SICAV–SIF;Parent company;;;;;;
8388;40038;Blue Skies Egypt SAE;1119;Blue Skies agro-processing ltd;Parent company;;;;;;
8390;40039;FBR Biomass One S.A.;5067;Natural Resources Value Fund S.C.A. SICAV–SIF;Parent company;;;;;;
8391;40040;FBR Forest One S.r.l. 2;5067;Natural Resources Value Fund S.C.A. SICAV–SIF;Parent company;;;;;;
8393;37340;Gold Star Biofuels;1126;Gold Star Farms;Parent company;;;;;;
8396;35773;Unknown (Global Green & Osei Bonsu);1132;Global Green;Parent company;;55.0;;;;
8397;35773;Unknown (Global Green & Osei Bonsu);5068;Osei Bonsu;Parent company;;45.0;;;;
8398;35529;Ceres Agrigrowth Investment Fund;5069;Rompharm Company s.r.l.;Parent company;;;;;;
8399;40041;Unknown (Rompharm Company s.r.l.);5069;Rompharm Company s.r.l.;Parent company;;;;;;
8402;37360;Caltech Ventures Ghana Ltd;5070;Kasapreko Company limited (KCL);Parent company;;40.0;;;;
8403;40042;JSC 'Pravdinskoe svinoproizvodstvo';5071;RBPI Group;Parent company;;;;;;
8404;40043;'NNPP' LLC;5071;RBPI Group;Parent company;;;;;;
8406;38236;Armada;3100;Dongning Huaxin Industry and Trade (Group) Ltd;Parent company;;;;;;
8407;40045;Petowal Mining Company SA;5072;Toro Gold Ltd;Parent company;;90.0;;;;
8408;40045;Petowal Mining Company SA;2440;Government of Senegal;Parent company;;10.0;;;;
8410;40047;Fazenda Camaingala;5073;Quantum Global Investment Management Ltd (QGIM);Parent company;;;;;;
8411;40048;Fazenda Cuimba;5073;Quantum Global Investment Management Ltd (QGIM);Parent company;;;;;;
8412;40049;Fazenda Manquete;5073;Quantum Global Investment Management Ltd (QGIM);Parent company;;;;;;
8413;40050;Fazenda Pedras Negras;5073;Quantum Global Investment Management Ltd (QGIM);Parent company;;;;;;
8414;40051;Fazenda Sanza Pombo;5073;Quantum Global Investment Management Ltd (QGIM);Parent company;;;;;;
8415;40052;Manquete agro-industrial project;4699;Government of Angola;Parent company;;;;;;
8421;38401;Maer Asirbat Gh. Ltd;3206;Unknown (Maer Asirbat Gh. Ltd);Parent company;;;;;;
8422;38413;Kwanim Agric;3966;Unknown (3966);Parent company;;;;;;
8423;38413;Kwanim Agric;3967;Unknown (3967);Parent company;;;;;;
8424;38403;Gya Glorify Farms Ltd;3208;Gya Glorify Farms Ltd.;Parent company;;;;;;
8425;40058;Unknown (Islamic republic of Iran);2374;Iranian State;Parent company;;;;;;
8427;40060;Resilient Oliynykova Sloboda LLC;5074;Resilient JSC;Parent company;;;;;;
8429;40062;Ingka Investments Romania LLC;5075;IKEA A/S;Parent company;;;;;;
8430;40063;Caxito Rega company;5076;Novagrolider;Parent company;;;;;;
8431;40064;TestImportPrimaryInvestor Ltd 1 20180620;1297;Nutre SA;Parent company;;50.0;;;;
8432;40064;TestImportPrimaryInvestor Ltd 1 20180620;5077;TestImportSecondaryInvestor Ltd 1 20180620;Parent company;;50.0;;;;
8433;40068;Dunkafa-Ton co-operative;5081;Agricultural Peasant Association of Dunkafa (APAD);Parent company;;;;;;
8436;35014;Unknown (Lao Bio Diesel Import Export Company Ltd);3155;Lao Bio Diesel Import Export Company Ltd;Parent company;;;;;;
8437;40507;OP Corporate Bank plc;40506;OP Financial Group;Parent company;;;;;;
8438;4572;Tornator Oyj;40507;OP Corporate Bank plc;Tertiary investor/lender;;;;;;
8439;35550;SC Tornator SRL;4572;Tornator Oyj;Parent company;;;;;;
8447;40515;Elifibr LLC;40514;Michel Tereshchenko;Parent company;;;;;;
8449;40516;Agro Investments (Ukraine) Limited;3521;NCH Capital Inc.;Parent company;;;;;;
8450;40517;Bio Verde LLC;40516;Agro Investments (Ukraine) Limited;Parent company;;;;;;
8451;40518;Vesele-Agro LLC;40517;Bio Verde LLC;Parent company;;;;;;
8457;40522;Volyn-Agro LLC;40517;Bio Verde LLC;Parent company;;;;;;
8458;4862;Stark Industries Myanmar;40523;Mya Thidar Sway Tin;Parent company;;;;;;
8464;40531;Iglesia Ni Cristo;40530;Iglesia ni Cristo;Parent company;Shares/Equity;;;;;It has an estimated 66,206 hectares of eco farms worldwide.
8465;2282;TSB Sugar;40532;RCL Foods Limited;Parent company;;;;;;
8469;40535;Idavang A/S;40534;Jast Holding A/S;Parent company;;;;;;
8470;40536;Idavang LLC;40533;Idavang-Agro LLC;Parent company;;;;;;
8471;40536;Idavang LLC;40535;Idavang A/S;Parent company;Shares/Equity;3.0;;;;
8473;40540;Heilongjiang Agriculture Co. Ltd;40539;Heilongjiang Beidahuang Land Reclamation Group Corporation;Parent company;;;;;;
8474;40542;JBA Holdings;40541;Jiusan Group;Parent company;;;;;;
8475;40542;JBA Holdings;40538;Joyvio Group;Parent company;;;;;;
8476;40542;JBA Holdings;40540;Heilongjiang Agriculture Co. Ltd;Parent company;;;;;;
8477;40543;Unknown (JBA Holdings (China);40542;JBA Holdings;Parent company;;;;;;
8483;40537;Malayan Banking (Maybank);40545;Norwegian Government Pension Fund Global (GPFG);Tertiary investor/lender;Shares/Equity;0.37;;;;"""The government pension fund of Norway, commonly known as the Norwegian Government Pension Fund Global (GPFG) managed by Norwegian Sovereign Wealth Fund, invests in banks and companies around the world. It is managed by Norges Bank Investment Management (NBIM). The fund owns 0.37% percent of Maybank’s shares, valued at $73 million (EIA. 2016. Green Desert, P.26)""."
8484;40537;Malayan Banking (Maybank);40544;Japan Bank for International Cooperation (JBIC);Tertiary investor/lender;Debt financing;;400000000.0;;;"""JBIC is the Japanese Government’s policy and development bank. JBIC provided $400 million in loans to Maybank in two equal instalments in 2009 and 2010 (EIA. 2016. Green Desert, P. 26)."""
8485;306;Samling Global Ltd.;40546;Yaw Family;Parent company;Shares/Equity;;;;;
8486;38328;Glenealy Plantations Sdn Bhd;40537;Malayan Banking (Maybank);Tertiary investor/lender;Debt financing;;124000000.0;;;"""Since 2011, when MSPP was formed, Maybank has arranged and guaranteed US$124 million in Glenealy bonds (EIA. 2016. Green Desert, P.25)."""
8487;38328;Glenealy Plantations Sdn Bhd;306;Samling Global Ltd.;Parent company;Shares/Equity;;;;;
8488;40525;Prestige Platform Sdn Bhd;38328;Glenealy Plantations Sdn Bhd;Parent company;;100.0;;;;
8489;39641;Myanmar Stark Prestige Plantation Co Ltd. (MSPP);40525;Prestige Platform Sdn Bhd;Parent company;Shares/Equity;95.0;;;;Myanmar Stark Prestige Plantation Co Ltd (MSPP) is a joint venture with two parent companies: Prestige Platform (95% stake) and Stark Industries (5% stake).
8490;39641;Myanmar Stark Prestige Plantation Co Ltd. (MSPP);4862;Stark Industries Myanmar;Parent company;Shares/Equity;5.0;;;;
8495;40198;Imaloto Power Project;40316;Lemur Resources Limited;Parent company;;;;;;Lemur took the project over from Coal Mining Madagascar SARL.
8502;40553;Anglo-Rom Agriculture LLC;3306;Fri-el International Holding SA;Parent company;;;;;;
8503;40555;Unknown (Jalandhar Potato Growers Association (JPGA));40554;Jalandhar Potato Growers Association (JPGA);Parent company;;;;;;
8512;40566;Clinton-Hunter Development Initiative (CHDI);40568;Hunter Foundation;Parent company;;;;;;
8513;40566;Clinton-Hunter Development Initiative (CHDI);40569;Clinton Foundation;Parent company;;;;;;
8514;40567;Rwanda Farmers Coffee Company (RFCC);40566;Clinton-Hunter Development Initiative (CHDI);Parent company;;;;;;
8515;40567;Rwanda Farmers Coffee Company (RFCC);3433;Government of Rwanda;Parent company;;;;;;
8516;40570;NCH Advisors Inc.;3521;NCH Capital Inc.;Parent company;;;;;;
8519;40574;Tsentr Dar LLC;40573;Isola Enterprises Ltd.;Parent company;;;;;;
8520;40575;Bio Agro LLC;40516;Agro Investments (Ukraine) Limited;Parent company;;;;;;
8524;40577;Volyn Krai LLC;40517;Bio Verde LLC;Parent company;;;;;;
8525;40578;Genesta Limited;3521;NCH Capital Inc.;Parent company;;;;;;
8528;40580;Agroholding Zorya LLC;40579;Group of companies Vitagro LLC;Parent company;;;;;;
8529;40576;Dubenskyi krai LLC;40580;Agroholding Zorya LLC;Parent company;;;;;;
8533;40582;Investment company Vitagro LLC;40579;Group of companies Vitagro LLC;Parent company;;;;;;
8534;40581;Horyn Agro LLC;40571;Lany Agro LLC;Parent company;Shares/Equity;99.9;;;;
8535;40571;Lany Agro LLC;40578;Genesta Limited;Parent company;;;;;;
8536;40572;Brody Agro LLC;40571;Lany Agro LLC;Parent company;;99.0;;;;
8538;40584;Shumsk Agro LLC;40517;Bio Verde LLC;Parent company;;;;;;
8541;40587;Petrobena East Africa Limited;40586;Petrobena East Africa Limited;Parent company;;;;;;
8542;40588;Agro Kolos L LLC;40517;Bio Verde LLC;Parent company;;;;;;
8543;40589;Pitt Holdings Limited;3521;NCH Capital Inc.;Parent company;;;;;;
8544;40590;Ray Agro LLC;40589;Pitt Holdings Limited;Parent company;;;;;;
8545;40591;Starokostyantyniv Agro LLC;40590;Ray Agro LLC;Parent company;;99.0;;;;
8552;40595;AF Obriy LLC;40590;Ray Agro LLC;Parent company;;99.0;;;;
8553;40596;Agro Star 2006 LLC;40590;Ray Agro LLC;Parent company;;;;;;
8555;40598;Agro-Maidan LLC;40517;Bio Verde LLC;Parent company;;;;;;
8556;40599;NAP II Holdings B. V.;3521;NCH Capital Inc.;Parent company;;;;;;
8557;40600;New Agro Podillya LLC;46155;Palanded Enterprises LLC;Parent company;Shares/Equity;80.7;;;;
8559;40510;United Farmers Holding Company LLC;4979;Almarai;Parent company;;33.0;;;;
8560;40510;United Farmers Holding Company LLC;3817;SALIC (Saudi Agriculture and Livestock Co);Parent company;;34.0;;;;
8561;40510;United Farmers Holding Company LLC;40508;Saudi Grain and Fodder Holding Co. LC;Parent company;;33.0;;;;
8566;38245;Continental Farmers Tobacco Group ('CFTG');40510;United Farmers Holding Company LLC;Parent company;;;;;;
8567;40511;KRMG (Ukraine) Ltd.;38245;Continental Farmers Tobacco Group ('CFTG');Parent company;;;;;;
